"Variant","Transition","IssueKey","Rule","C0Line","VariantLine","Message"
"C2","NEW_VS_C0","AaBJJyuWYKx8-rumvjxK","java:S1845","","4554","Rename method ""getfield"" to prevent any misunderstanding/clash with method ""getField""."
"C2","NEW_VS_C0","AaBJJyuWYKx8-rumvjxP","java:S1905","","4677","Remove this unnecessary cast to ""String""."
"C2","NEW_VS_C0","AaBJJyuWYKx8-rumvjxQ","java:S1905","","4691","Remove this unnecessary cast to ""String""."
"C2","NEW_VS_C0","AaBJJyuWYKx8-rumvjxM","java:S6213","","690","Rename this method to not match a restricted identifier."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp2V","java:S106","5490","","Replace this use of System.err by a logger."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5R","java:S1066","4091","","Merge this if statement with the enclosing one."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz58","java:S108","186","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6W","java:S108","2997","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6Y","java:S108","3003","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6I","java:S1155","818","","Use isEmpty() to check whether the collection is empty or not."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6n","java:S1155","5725","","Use isEmpty() to check whether the collection is empty or not."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0j","java:S116","198","","Rename this field ""_repos"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0k","java:S116","199","","Rename this field ""_meta"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0l","java:S116","200","","Rename this field ""_log"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0n","java:S116","219","","Rename this field ""_defCons"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0o","java:S116","222","","Rename this field ""_fail"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0q","java:S116","224","","Rename this field ""_dir"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0r","java:S116","225","","Rename this field ""_writer"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0t","java:S116","223","","Rename this field ""_violations"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz52","java:S116","226","","Rename this field ""_backingFields"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz53","java:S116","227","","Rename this field ""_attrsToFields"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz54","java:S116","228","","Rename this field ""_fieldsToAttrs"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz55","java:S116","233","","Rename this field ""_optimizeIdCopy"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaALJJ9gKije7nS94ker","java:S116","220","","Rename this field ""_redefine"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kes","java:S116","221","","Rename this field ""_subclass"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kew","java:S116","229","","Rename this field ""_isAlreadyRedefined"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kex","java:S116","230","","Rename this field ""_isAlreadySubclassed"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaALJJ9gKije7nS94key","java:S116","231","","Rename this field ""_bcsConfigured"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaALOanhQulb_Xfn-xTw","java:S116","202","","Rename this field ""_addVersionInitFlag"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C2","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0O","java:S1192","1243","","Define a constant instead of duplicating this literal ""<init>"" 22 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz50","java:S1192","3551","","Define a constant instead of duplicating this literal ""writeObject"" 6 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz51","java:S1192","3813","","Define a constant instead of duplicating this literal ""GetDetachedState"" 5 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5d","java:S1192","3341","","Define a constant instead of duplicating this literal ""FieldFlags"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5e","java:S1192","3569","","Define a constant instead of duplicating this literal ""readObject"" 6 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5f","java:S1192","1449","","Define a constant instead of duplicating this literal ""CopyKeyFieldsFromObjectId"" 5 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5g","java:S1192","4809","","Define a constant instead of duplicating this literal ""readExternalFields"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5h","java:S1192","5040","","Define a constant instead of duplicating this literal ""writeExternalFields"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5i","java:S1192","340","","Define a constant instead of duplicating this literal ""$pcsubclass"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5j","java:S1192","4771","","Define a constant instead of duplicating this literal ""ReadUnmanaged"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5k","java:S1192","3337","","Define a constant instead of duplicating this literal ""FieldNames"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5l","java:S1192","3106","","Define a constant instead of duplicating this literal ""GetIDOwningClass"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5m","java:S1192","4709","","Define a constant instead of duplicating this literal ""readExternal"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5n","java:S1192","4041","","Define a constant instead of duplicating this literal ""<clinit>"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5o","java:S1192","2216","","Define a constant instead of duplicating this literal ""getId"" 21 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5p","java:S1192","2145","","Define a constant instead of duplicating this literal ""NewObjectIdInstance"" 4 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5q","java:S1192","4075","","Define a constant instead of duplicating this literal ""clone"" 4 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5s","java:S1192","3680","","Define a constant instead of duplicating this literal ""SetDetachedState"" 4 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5t","java:S1192","2360","","Define a constant instead of duplicating this literal ""findField"" 4 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5u","java:S1192","3339","","Define a constant instead of duplicating this literal ""FieldTypes"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5v","java:S1192","1464","","Define a constant instead of duplicating this literal ""GetManagedFieldCount"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5w","java:S1192","1342","","Define a constant instead of duplicating this literal ""ClearFields"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5x","java:S1192","2105","","Define a constant instead of duplicating this literal ""CopyKeyFieldsToObjectId"" 4 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5y","java:S1192","4983","","Define a constant instead of duplicating this literal ""WriteUnmanaged"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5z","java:S1192","4713","","Define a constant instead of duplicating this literal ""writeExternal"" 3 times."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6E","java:S1659","705","","Declare ""setter"" on a separate line."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6F","java:S1659","706","","Declare ""assigned"" on a separate line."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6K","java:S1659","919","","Declare ""earlierInsn"" on a separate line."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz56","java:S1845","4524","","Rename method ""getfield"" to prevent any misunderstanding/clash with method ""getField""."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6g","java:S1905","4647","","Remove this unnecessary cast to ""String""."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6h","java:S1905","4661","","Remove this unnecessary cast to ""String""."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6H","java:S3878","763","","Remove this array creation and simply pass the elements."
"C2","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6D","java:S6213","663","","Rename this method to not match a restricted identifier."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5a","java:S112","4917","4947","Replace generic exceptions with specific library exceptions or a custom exception."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6A","java:S1123","344","371","Add the missing @deprecated Javadoc tag."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5_","java:S1133","344","371","Do not forget to remove this deprecated code someday."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6G","java:S1135","749","778","Complete the task associated to this TODO comment."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6k","java:S1168","5710","5740","Return an empty collection instead of null."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6l","java:S1168","5715","5745","Return an empty collection instead of null."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6m","java:S1168","5722","5752","Return an empty collection instead of null."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6p","java:S1168","5743","5773","Return an empty array instead of null."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6q","java:S1168","5802","5832","Return an empty array instead of null."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6S","java:S1172","2458","2488","Remove this unused method parameter ""classNode""."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz57","java:S1181","168","193","Catch Exception instead of Throwable."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6a","java:S1181","3528","3558","Catch Exception instead of Throwable."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6V","java:S1181","2997","3027","Catch Exception instead of Throwable."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6X","java:S1181","3003","3033","Catch Exception instead of Throwable."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5r","java:S1192","3770","3800","Define a constant instead of duplicating this literal ""FALSE"" 6 times."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5U","java:S1199","2102","2152","Extract this nested code block into a method."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5V","java:S1199","2112","2162","Extract this nested code block into a method."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5W","java:S1199","2122","2172","Extract this nested code block into a method."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5X","java:S1199","2132","2132","Extract this nested code block into a method."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5Y","java:S1199","2142","2142","Extract this nested code block into a method."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5Z","java:S1199","2153","2183","Extract this nested code block into a method."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp0_","java:S125","1423","1453","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp10","java:S125","3715","3745","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp12","java:S125","3775","3805","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp13","java:S125","3802","3832","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp14","java:S125","3836","3866","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp15","java:S125","3858","3888","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp16","java:S125","3976","4006","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp17","java:S125","3901","3931","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp18","java:S125","4107","4137","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp19","java:S125","4128","4158","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1A","java:S125","1438","1468","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1a","java:S125","2088","2118","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1c","java:S125","2212","2242","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1d","java:S125","2228","2258","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1D","java:S125","1513","1543","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1G","java:S125","1575","1605","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1g","java:S125","2776","2806","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1K","java:S125","1703","1733","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1L","java:S125","1799","1829","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1M","java:S125","1808","1838","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1N","java:S125","1818","1848","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1P","java:S125","1929","1959","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1Q","java:S125","1960","1990","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1r","java:S125","3090","3120","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1R","java:S125","1985","2015","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1s","java:S125","3377","3407","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1T","java:S125","1996","2026","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1t","java:S125","3386","3416","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1u","java:S125","3397","3427","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1U","java:S125","2014","2044","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1v","java:S125","3408","3438","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1w","java:S125","3421","3451","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1W","java:S125","2066","2096","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1x","java:S125","3647","3677","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1y","java:S125","3657","3687","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2B","java:S125","4326","4356","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2C","java:S125","4336","4366","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2D","java:S125","4343","4373","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2F","java:S125","4376","4406","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2G","java:S125","4399","4429","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2H","java:S125","4490","4520","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2I","java:S125","4508","4538","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2J","java:S125","4752","4782","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2K","java:S125","4766","4796","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2L","java:S125","4775","4805","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2M","java:S125","4787","4817","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2N","java:S125","4863","4893","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2P","java:S125","4931","4961","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2Q","java:S125","4967","4997","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2R","java:S125","4978","5008","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2S","java:S125","4989","5019","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2T","java:S125","5010","5040","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2U","java:S125","5097","5127","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW_","java:S125","2816","2846","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW3","java:S125","2491","2521","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseH","java:S125","2909","2939","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseI","java:S125","2939","2969","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6c","java:S125","3798","3828","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6e","java:S125","4534","4564","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6f","java:S125","4544","4574","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6j","java:S125","4804","4834","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6M","java:S125","1520","1550","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6N","java:S125","1582","1612","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6T","java:S125","2459","2489","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke4","java:S125","1206","1236","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke5","java:S125","834","863","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke6","java:S125","1951","1981","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke8","java:S125","4532","4562","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke9","java:S125","4608","4638","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALMFD81r5TurFMiUn-","java:S125","3745","3775","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALOanhQulb_Xfn-xT0","java:S125","4391","4421","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALOanhQulb_Xfn-xT1","java:S125","2806","2836","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALOanhQulb_Xfn-xT5","java:S125","3871","3901","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALOanhQulb_Xfn-xT6","java:S125","3877","3907","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaALPZMXTV2yRQvmS5BZ","java:S125","1611","1641","This block of commented-out lines of code should be removed."
"C2","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW5","java:S128","2617","2647","End this switch case with an unconditional break, return or throw statement."
"C2","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW6","java:S128","2599","2629","End this switch case with an unconditional break, return or throw statement."
"C2","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW7","java:S128","2581","2611","End this switch case with an unconditional break, return or throw statement."
"C2","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW8","java:S128","2527","2557","End this switch case with an unconditional break, return or throw statement."
"C2","RETAINED_FROM_C0","AaAKynG1Kije7nS92BW9","java:S128","2509","2539","End this switch case with an unconditional break, return or throw statement."
"C2","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseF","java:S128","2563","2593","End this switch case with an unconditional break, return or throw statement."
"C2","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseG","java:S128","2545","2575","End this switch case with an unconditional break, return or throw statement."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1V","java:S131","2031","2061","Add a default case to this switch."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2O","java:S131","4923","4953","Add a default case to this switch."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5b","java:S135","708","737","Reduce the total number of break and continue statements in this loop to use at most one."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5c","java:S135","5747","5777","Reduce the total number of break and continue statements in this loop to use at most one."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5S","java:S1488","5334","5364","Immediately return this expression instead of assigning it to the temporary variable ""getter""."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5T","java:S1488","5391","5421","Immediately return this expression instead of assigning it to the temporary variable ""setter""."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6d","java:S1940","4529","4559","Use the opposite operator (""<="") instead."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1i","java:S2447","2987","3017","Null is returned but a ""Boolean"" is expected."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1j","java:S2447","3005","3035","Null is returned but a ""Boolean"" is expected."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp00","java:S3776","695","722","Refactor this method to reduce its Cognitive Complexity from 32 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2W","java:S3776","5540","5570","Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6b","java:S3776","3765","3795","Refactor this method to reduce its Cognitive Complexity from 32 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6B","java:S3776","610","637","Refactor this method to reduce its Cognitive Complexity from 23 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6i","java:S3776","4671","4701","Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6J","java:S3776","904","933","Refactor this method to reduce its Cognitive Complexity from 25 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6L","java:S3776","1072","1102","Refactor this method to reduce its Cognitive Complexity from 28 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6O","java:S3776","2170","2200","Refactor this method to reduce its Cognitive Complexity from 99 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6o","java:S3776","5736","5766","Refactor this method to reduce its Cognitive Complexity from 30 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6R","java:S3776","2458","2488","Refactor this method to reduce its Cognitive Complexity from 37 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6U","java:S3776","2740","2770","Refactor this method to reduce its Cognitive Complexity from 107 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6Z","java:S3776","3073","3103","Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaALJ3Ze1r5TurFMiGnG","java:S3776","3500","3530","Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke7","java:S3776","4068","4098","Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1l","java:S3878","2994","3024","Remove this array creation and simply pass the elements."
"C2","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1o","java:S3878","3000","3030","Remove this array creation and simply pass the elements."
"C2","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseJ","java:S3878","3047","3077","Remove this array creation and simply pass the elements."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6C","java:S6213","652","679","Rename this method to not match a restricted identifier."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5-","java:S6355","343","370","Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation."
"C2","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz59","java:S6355","267","294","Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation."
"C3","NEW_VS_C0","AaBJLXcfieAPpelvt7EW","java:S106","","5494","Replace this use of System.err by a logger."
"C3","NEW_VS_C0","AaBJIMh7vHQDC_H9Co8I","java:S1066","","4095","Merge this if statement with the enclosing one."
"C3","NEW_VS_C0","AaBJJyuWYKx8-rumvjxN","java:S108","","3001","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C3","NEW_VS_C0","AaBJJyuWYKx8-rumvjxO","java:S108","","3007","Remove this block of code, fill it in, or add a comment explaining why it is empty."
